OrderNumber,Date,InvoiceType,CustomerCode,Customer,BranchCode,Branch,Area,SalesRep,Brand,Category,SalesQuantity,SalesValue
SO-100232,2025-08-27,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,SunHarvest,Food,12,6056.28
SO-100968,2025-08-27,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Cleanova,HPC,12,15868.56
SO-101647,2025-08-27,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Marhaba Gold,Food,8,5675.6
SO-100128,2025-08-28,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Silkene,HPC,8,12409.6
SO-100563,2025-08-28,Return,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Cleanova,HPC,-2,-2561.86
SO-100584,2025-08-28,Sales,1010,Géant,50042,Géant - Bur Dubai,Bur Dubai,Anjali Menon,Caressa,HPC,3,4275.03
SO-100905,2025-08-28,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Sparklo,HPC,1,808.85
SO-101502,2025-08-28,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Goldenfields,Food,2,1814.32
SO-101539,2025-08-28,Return,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,FreshLine,HPC,-1,-973.41
SO-101618,2025-08-28,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Marhaba Gold,Food,60,44182.8
SO-101195,2025-08-29,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Caressa,HPC,1,1514.9
SO-100831,2025-08-30,Return,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,DeliMia,Food,-60,-61950.6
SO-100642,2025-08-31,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Oasis Delights,Food,2,1800.0
SO-101252,2025-08-31,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Crunchio,Food,20,10575.2
SO-101486,2025-08-31,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Cedarna,Food,2,2415.6
SO-100015,2025-09-01,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,PureGlow,HPC,2,6228.02
SO-100848,2025-09-01,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Marhaba Gold,Food,2,1372.64
SO-100950,2025-09-01,Return,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Auracare,HPC,-3,-6913.2
SO-101834,2025-09-01,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Cedarna,Food,12,14963.76
SO-100314,2025-09-02,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,PureGlow,HPC,1,2302.89
SO-101307,2025-09-02,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,Cedarna,Food,12,17068.08
SO-101478,2025-09-02,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Sparklo,HPC,12,10157.16
SO-101818,2025-09-02,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Caressa,HPC,12,14901.96
SO-100525,2025-09-03,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Auracare,HPC,5,11057.65
SO-100837,2025-09-03,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,Zaytoona,Food,40,74871.2
SO-101085,2025-09-03,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,5,7278.25
SO-101482,2025-09-03,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshNest,Food,1,666.82
SO-101859,2025-09-03,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,SunHarvest,Food,2,1196.04
SO-101832,2025-09-04,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Marhaba Gold,Food,8,5803.6
SO-100057,2025-09-05,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,DeliMia,Food,12,12389.04
SO-100501,2025-09-05,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,Marhaba Gold,Food,5,3220.75
SO-101038,2025-09-05,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Cleanova,HPC,60,59783.4
SO-100214,2025-09-06,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,FreshLine,HPC,2,1873.24
SO-101011,2025-09-06,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,Cleanova,HPC,1,1147.83
SO-100638,2025-09-07,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,Oasis Delights,Food,2,1682.98
SO-101220,2025-09-07,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Sparklo,HPC,60,54936.0
SO-100029,2025-09-08,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,FreshNest,Food,3,2265.09
SO-101003,2025-09-08,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Auracare,HPC,5,13552.0
SO-101277,2025-09-08,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Cleanova,HPC,12,15574.56
SO-101591,2025-09-08,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Marhaba Gold,Food,2,1148.82
SO-101704,2025-09-08,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Mintleaf,HPC,1,648.89
SO-100160,2025-09-09,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Lumora,HPC,8,15785.44
SO-100228,2025-09-09,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,DeliMia,Food,5,6209.35
SO-100576,2025-09-09,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Sparklo,HPC,40,41222.8
SO-100154,2025-09-11,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Sparklo,HPC,1,797.11
SO-100043,2025-09-12,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Auracare,HPC,12,24112.8
SO-100879,2025-09-12,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Goldenfields,Food,1,985.12
SO-101090,2025-09-12,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Verdé,HPC,8,18931.92
SO-101376,2025-09-12,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,Caressa,HPC,5,7567.35
SO-101542,2025-09-12,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Cedarna,Food,1,1468.69
SO-199999,2025-09-12,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Auracare,HPC,12,24112.8
SO-100051,2025-09-13,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,SunHarvest,Food,1,610.07
SO-100146,2025-09-13,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,FreshNest,Food,3,1888.77
SO-100294,2025-09-13,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Caressa,HPC,12,14403.24
SO-100316,2025-09-13,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,FreshLine,HPC,8,7687.52
SO-100469,2025-09-13,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Sparklo,HPC,5,3846.9
SO-100656,2025-09-14,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,SunHarvest,Food,20,9270.0
SO-100724,2025-09-14,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Sparklo,HPC,100,101975.0
SO-100210,2025-09-15,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Oasis Delights,Food,1,754.78
SO-100400,2025-09-15,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,Zaytoona,Food,2,3157.66
SO-101166,2025-09-15,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,DeliMia,Food,3,3131.58
SO-101504,2025-09-16,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,Mintleaf,HPC,1,857.12
SO-100828,2025-09-17,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,FreshLine,HPC,1,1148.47
SO-101554,2025-09-17,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Auracare,HPC,2,5301.96
SO-101718,2025-09-17,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,PureGlow,HPC,1,2775.66
SO-101838,2025-09-17,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,Mintleaf,HPC,40,28534.0
SO-100037,2025-09-18,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Auracare,HPC,2,4574.38
SO-100196,2025-09-19,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Goldenfields,Food,2,1719.76
SO-100194,2025-09-21,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Caressa,HPC,3,4082.13
SO-101564,2025-09-21,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,Verdé,HPC,2,3719.2
SO-101568,2025-09-21,Sales,1010,Géant,50042,Géant - Bur Dubai,BUR DUBAI,Anjali Menon,Goldenfields,Food,1,811.31
SO-101740,2025-09-21,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,Lumora,HPC,1,1913.38
SO-101077,2025-09-22,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Mintleaf,HPC,1,687.82
SO-101182,2025-09-22,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,SunHarvest,Food,3,1521.93
SO-100568,2025-09-23,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Auracare,HPC,2,4266.36
SO-100186,2025-09-24,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Sparklo,HPC,20,18182.4
SO-100255,2025-09-24,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Mintleaf,HPC,2,1419.42
SO-100699,2025-09-24,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Bakehouse Co,Food,8,6068.48
SO-101226,2025-09-24,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,FreshLine,HPC,5,5909.5
SO-101293,2025-09-24,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,SunHarvest,Food,1,565.15
SO-100273,2025-09-25,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,Sparklo,HPC,3,2450.28
SO-100385,2025-09-25,Return,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Cleanova,HPC,-8,-8039.12
SO-100738,2025-09-25,Sales,1010,Géant,50042,Géant - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,12,23601.12
SO-101910,2025-09-25,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Sparklo,HPC,12,9730.2
SO-100472,2025-09-26,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Lumora,HPC,2,4315.54
SO-101387,2025-09-26,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Crunchio,Food,8,3978.08
SO-101493,2025-09-26,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,PureGlow,HPC,3,6771.57
SO-101770,2025-09-26,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Oasis Delights,Food,12,11144.28
SO-100882,2025-09-27,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Verdé,HPC,3,5638.44
SO-100907,2025-09-27,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,FreshLine,HPC,8,8504.8
SO-101173,2025-09-27,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,PureGlow,HPC,3,7929.3
SO-101301,2025-09-27,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,Caressa,HPC,60,79879.8
SO-101754,2025-09-27,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Oasis Delights,Food,1,924.15
SO-101813,2025-09-27,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Goldenfields,Food,12,12077.64
SO-100010,2025-09-28,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshNest,Food,2,1543.5
SO-101111,2025-09-28,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,SunHarvest,Food,12,6760.08
SO-101769,2025-09-28,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Bakehouse Co,Food,5,4932.8
SO-100239,2025-09-29,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,Goldenfields,Food,5,4753.5
SO-100918,2025-09-29,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,3,1521.78
SO-100988,2025-09-29,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Bakehouse Co,Food,2,1584.54
SO-101693,2025-09-29,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Bakehouse Co,Food,3,2799.96
SO-101969,2025-09-29,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,Auracare,HPC,8,19548.48
SO-100990,2025-10-02,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Auracare,HPC,8,20798.56
SO-101873,2025-10-02,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Cedarna,Food,8,9547.28
SO-100530,2025-10-04,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Zaytoona,Food,40,73034.4
SO-101753,2025-10-04,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Cedarna,Food,2,2984.08
SO-101881,2025-10-04,Return,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,Goldenfields,Food,-1,-995.52
SO-100256,2025-10-05,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,FreshNest,Food,12,9486.6
SO-100315,2025-10-05,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Sparklo,HPC,12,12528.0
SO-100618,2025-10-05,Return,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Caressa,HPC,-1,-1206.24
SO-101027,2025-10-06,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Sparklo,HPC,5,3999.75
SO-101037,2025-10-06,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Lumora,HPC,1,1786.07
SO-101815,2025-10-06,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Caressa,HPC,2,2960.66
SO-100108,2025-10-07,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,PureGlow,HPC,3,8269.53
SO-100658,2025-10-07,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Marhaba Gold,Food,20,11690.4
SO-101854,2025-10-07,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,Verdé,HPC,5,9493.5
SO-101976,2025-10-07,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Sparklo,HPC,20,18794.0
SO-100489,2025-10-08,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,Verdé,HPC,1,1761.49
SO-101126,2025-10-09,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Cleanova,HPC,1,1308.56
SO-101214,2025-10-09,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,SunHarvest,Food,2,1160.52
SO-100373,2025-10-10,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Caressa,HPC,2,3081.02
SO-100419,2025-10-11,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,1,2308.55
SO-100019,2025-10-12,Return,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,-3,-7113.18
SO-100365,2025-10-13,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,Auracare,HPC,2,4324.58
SO-100974,2025-10-13,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Cleanova,HPC,2,2297.06
SO-101227,2025-10-13,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Sparklo,HPC,1,920.54
SO-100224,2025-10-14,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,FreshLine,HPC,5,5459.75
SO-100226,2025-10-14,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Crunchio,Food,3,1587.3
SO-100395,2025-10-14,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,FreshLine,HPC,8,9280.96
SO-100588,2025-10-14,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Goldenfields,Food,1,1118.04
SO-101466,2025-10-14,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Oasis Delights,Food,2,1809.6
SO-101546,2025-10-14,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,DeliMia,Food,1,1276.77
SO-101006,2025-10-15,Return,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Bakehouse Co,Food,-2,-1661.06
SO-101323,2025-10-15,Sales,1014,Day to Day,50062,Day to Day - Deira,Deira,Rashid Al Marzooqi,SunHarvest,Food,60,33085.2
SO-100895,2025-10-16,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,Goldenfields,Food,20,20246.8
SO-100181,2025-10-17,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Oasis Delights,Food,1,784.57
SO-101986,2025-10-17,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,2,1108.78
SO-100443,2025-10-18,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Verdé,HPC,8,15326.24
SO-100660,2025-10-18,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,Goldenfields,Food,1,853.03
SO-101057,2025-10-18,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Mintleaf,HPC,1,735.56
SO-101484,2025-10-18,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,FreshNest,Food,12,8420.04
SO-101292,2025-10-19,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Lumora,HPC,2,3445.16
SO-101483,2025-10-19,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Auracare,HPC,8,19264.24
SO-101010,2025-10-20,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,DeliMia,Food,8,7909.2
SO-101896,2025-10-20,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Lumora,HPC,1,1797.28
SO-101992,2025-10-20,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Mintleaf,HPC,40,25445.2
SO-100045,2025-10-21,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Verdé,HPC,1,1723.7
SO-100401,2025-10-21,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,PureGlow,HPC,1,2891.03
SO-100668,2025-10-21,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,2,4823.18
SO-100846,2025-10-21,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Zaytoona,Food,2,3061.6
SO-101947,2025-10-21,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshNest,Food,2,1290.82
SO-100917,2025-10-22,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,12,5152.2
SO-100887,2025-10-23,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,FreshLine,HPC,1,1111.85
SO-100893,2025-10-23,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,DeliMia,Food,100,106859.0
SO-100919,2025-10-24,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Goldenfields,Food,20,17659.6
SO-101587,2025-10-24,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,FreshNest,Food,40,32126.0
SO-100412,2025-10-25,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Sparklo,HPC,2,1685.88
SO-100610,2025-10-25,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Oasis Delights,Food,12,8982.84
SO-101110,2025-10-25,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Goldenfields,Food,1,1055.67
SO-101199,2025-10-25,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Crunchio,Food,1,406.49
SO-101785,2025-10-25,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,20,22618.2
SO-100482,2025-10-26,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,2,822.98
SO-100604,2025-10-26,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,FreshLine,HPC,1,1070.36
SO-101049,2025-10-26,Return,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Bakehouse Co,Food,-12,-10300.68
SO-101096,2025-10-26,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Mintleaf,HPC,12,9279.12
SO-101168,2025-10-26,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,2,3949.56
SO-101653,2025-10-26,Return,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Goldenfields,Food,-40,-34905.2
SO-100502,2025-10-27,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,2,1738.46
SO-101608,2025-10-27,Return,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Mintleaf,HPC,-8,-6939.2
SO-101614,2025-10-27,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,DeliMia,Food,5,4872.7
SO-101996,2025-10-27,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,Sparklo,HPC,3,2561.64
SO-101652,2025-10-28,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Crunchio,Food,60,31537.8
SO-101729,2025-10-28,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,DeliMia,Food,3,2990.73
SO-101884,2025-10-28,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,DeliMia,Food,20,22684.8
SO-100118,2025-10-29,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Caressa,HPC,12,17198.28
SO-100143,2025-10-29,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,Caressa,HPC,5,7486.9
SO-100278,2025-10-29,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Verdé,HPC,60,127918.8
